wallet,credit_score
0x00a0847926a77692495774f1c71ba8abef99dd52,480.61
0x00a09297f06b3790a37cffb2de91a0fccf0d5bac,643.08
0x00a258e6e7009cd9a677fef9c7496dd5ef59b518,666.39
0x00a290c589d754b5b33afd5fcfc35784bbe5e0fc,601.54
0x00a3141fe0c2f5b67338cf9da496d1b3a65969e3,395.03
0x00a3d4e0134ff2046e9c9b83d3321625ba3da1bd,724.21
0x00a4a60954be0edeb7f6f408ad6a0fd7c35b80b4,601.54
0x00a565efa59cd8bbe65785f1122f88ebc41a23e1,666.33
0x00a67dc242df79dd7f6145ce38840581ae90c110,483.36
0x00a72d7b5050e8fa50a471f2c9af1dc21eac4d36,758.08
0x00a73c4e596bec4c4068a9152da71e45480b5450,370.71
0x00a8bec03805bcfaafab1050dbcf90f57982d750,567.8
0x00a8e50de90d41454813722ba73ab5d80bd01b10,600.0
0x00a9481685d2cb1536bbe5188a898b38d36e34d8,702.9
0x00a9e3a9a065bf942960f76a228239a3ce9bf755,601.63
0x00aab1b1a554f59b96a0de510837ba951ba375e0,398.32
0x00aac20f271c4731591cca07913e994d6f1075c0,693.53
0x00ab84845d68063c1dcd2a5f2cead5f253b249a2,540.0
0x00ac270072efbdc76d4bfcf9c7f84b0d5643f66a,600.0
0x00ac60244df04dfc07146f037d14f93320af57c9,531.92
0x00ad3d4cc099be937879451698c673cbd5c3cefc,443.11
0x00ad3d8c4a73cea708e0a7d1b35440c1fcd821ca,652.46
0x00ae040fa92f162d68b507e62e83939c6e07da43,651.97
0x00ae8ac9639aa924a0f4db6b48663a56601b9fe7,657.01
0x00af05a74080485086d370d9c65d246f0f906528,498.24
0x00af158367a6fcdb1a367f6d503e05799f340881,400.35
0x00b16e6a156a7398ca39179f49c1245f4709188e,657.31
0x00b1be054a8ebe834869496ce0f7bbfe233789dc,686.96
0x00b1c4f1978b650072cbde5a85440489bd03a13c,601.63
0x00b294517a1f6e6e013fd78d4252c2aa8aa72836,600.0
0x00b34033000b485119da0260bac0cd946faa6a1b,661.04
0x00b344e08d3b5fb6e6cd711affa9cf971c291c44,601.2
0x00b43a92d45ccdfeef6ea98d56f775586fe9e39e,848.88
0x00b44a26933a204f5559ab87e8998ab6617feec9,709.85
0x00b44f149ddb22209db070da0bca4bb01a6e555c,485.66
0x00b46cfd36379436272a650c550f0652d0d59165,601.64
0x00b49bd7e1a75f98a82ca101909994e52a90e990,569.38
0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd,820.61
0x00b5ae14450bfd084a00599b6875496aec543e39,660.83
0x00b5ebd8c8561a28c1834fe08d7e607b73271328,542.44
0x00b65668a962ee571a8f223abd696ab1bd3a391f,605.24
0x00b7af5a4aaafd2ae2721ac415de840dd84efc5a,438.45
0x00b7bfce579307a1c113c1c4af6cde13a14fc683,601.51
0x00b81c25a5301a1dadfff40f33de25f001d3a096,660.69
0x00b878d53e8816048eea4c74603932a1dec4daa9,605.26
0x00b879bfb781a1dc21d6a810fa377a0d2064426f,600.0
0x00b89bc301c399c1ba531689c71a09cb363753b1,600.03
0x00b8bd07af4aa69f6d8ce7fe8777b2dcfe8c822c,601.64
0x00b8bfc0b407187392aa9fe56eaa7c17b5ebec48,563.66
0x00b8e23fe7ddea6791131decc5117023dc03cfb0,746.29
0x00ba0f9e3b612bc7b6712964848f2b1d3e75bbac,608.06
0x00ba8ccbf0c1ce62834d72706fe3236387f5da35,623.04
0x00ba93361a625e008023f30b6d031d6423f99140,611.09
0x00bb0532dd949fab848d72a951a1d6c2b197d935,670.45
0x00bb6c783fce35b92e6cde0874abf2c580673753,672.0
0x00bb7c23500573ca6933778837c9dedd247e94d9,601.63
0x00bb88a8309759a7c9f0a5c8e3a9364e8f564a8d,583.97
0x00bbcd7ea98da5f60ee393533aaa9edeb8573167,409.77
0x00bbfa640a4bac8f3650373be8f4bd77f0472101,613.68
0x00bbfa896cb54e2b1d3db2a7027368b43d344a21,652.19
0x00bc82902a4fbfa08fc5da418f642209f7b10c0f,257.02
0x00bdc8be263d20bb3a83aaeadfef258dd409e2df,739.79
0x00be57e4ec695d077e63c5eb84187a7e70169279,611.23
0x00bf2f290d3aef716cd8127acc153c273c23c538,737.94
0x00bf6ec0064e1a733a0fcc6df071b2cf514ff0e8,544.72
0x00bf807dfb399cf973433599f2f23210ac54ca94,601.63
0x00c26a3e7117cfe0e4afacff2a1be9e3d2384c6e,419.89
0x00c2ac8857ea018a1cc23d529ec26f55d0bc1849,611.23
0x00c2e5aa91c2b6927a4e8533482c8217b450a6a1,673.24
0x00c31aa7aadc000a078b01e59d443b99fa64ef08,651.96
0x00c33f577e35165e07dd9a43b2baf124163bac0a,438.76
0x00c3a5aceb3fe926a7a9772a6c4efd9f6beb7d73,654.75
0x00c3a7a09fe2fed6f8c163202aea9cfad99874b3,523.3
0x00c3af852e2ca04d993382b3664f62aa45ae731e,602.13
0x00c4803aa7cdfe5ae5d325b79d5c3c384e4a8ae9,607.9
0x00c4a3ac304984f216b8a8a0c182fae7984c83dc,690.38
0x00c4db45dda03de5bae5417530723fd7dd03da3f,601.57
0x00c4fd7e8e4a9680b9db58640c76d4a17bd09ee4,660.63
0x00c5514615e9aeb9cf51f2e635b33743ae062dfe,607.82
0x00c5ed4823b1d2e496b75e53ddb2859aa70213a3,629.91
0x00c609bb7806a47616de8cad327215ca70d45896,673.58
0x00c644e774d7b1a3a95154113f86b9e25350a111,636.23
0x00c6483e4f527144bb65dd2a93913abeba4dc545,657.06
0x00c67d9d6d3d13b42a87424e145826c467cccd84,826.48
0x00c6bf08de7e3c560357b0b4e27da2fa6f8519eb,510.87
0x00c6e2363b84d2e7820c6b38ca1b46f7e0714668,685.76
0x00c7a23058e32effe114e99623b0df28861527d4,719.31
0x00c844967b2ab4c5ac26f44dcbffa7c06897e18e,650.11
0x00c98bc1a9458f9fb28887da8172e90df88da379,636.7
0x00c9acc867f576baf35e96521d139115b316a48d,368.31
0x00c9e875ad0504a307aa7ab60997ea2658bc6aea,607.04
0x00cc1cf9b3c95b432a90878bc2c2dbb7a3daaccb,689.85
0x00cc4cae4ce9cbd5c87f877b1c81acb8cc8bf223,419.06
0x00cd259a3e1a649e8644d527d6b9a8fdf8165e7f,661.99
0x00cd45dcbe9c167b5942f8889d31dc1388cfd172,707.8
0x00ce22866efe39c055ff21bda32b179a7683ab5f,653.56
0x00ce56c1f4780f46309b52054454a9ec913dd31e,319.72
0x00cef331edda6c750fe87c52d829df082973693f,656.79
0x00cf963f89e7d1a23c5c72dce92a9a8c600f4819,601.63
0x00cfbd5d2e36dd8182318a074cb1f399b608bfec,723.09
0x00cfc6f8ff843a9b0b30f14e2310396a8743f5fc,660.83
0x00d14484c10aaa9b981068a8c7d25d2d26629be8,640.42
0x00d1c49844f3a2b3708ce59292f68570eef06286,681.02
0x00d1dd1e437980fb6e678cfc2ffc78a1f7a747d1,608.36
0x00d2432e6af76a8150a7609d7ff11dbe44de8e14,286.4
0x00d278f3163bf68e67b2eb05ef209e6f28bc7924,601.56
0x00d29fbc981d05edba69bc0909e391a132271357,571.48
0x00d353a1b6e1a3b3a23e849c5d51772bb7fdaece,382.74
0x00d3addc7cb1637c73359d41949a1a369d7f092a,647.15
0x00d3ecff51b5e5b957c33c5656486ebfd60e58a7,747.73
0x00d46d105507a04d7e4592cf43bbbad964bc77ab,718.65
0x00d5201c4def4d1a199c63e07eac53f43252a0ea,360.56
0x00d5615d3446b1719e6ee0684218891bc5a2100c,449.38
0x00d56e1bba3db460563516119dfced085898e17d,661.82
0x00d6cad0eb8fe405b4c27ca2071b0d0653b9c2fc,518.84
0x00d7a50850a3cb1890bf300682bcd789571c012e,732.35
0x00d831f24309b3271297f19b8e9be846c8c531c4,833.14
0x00d841275b1a04ea45e29273efa213c4a59e84a1,735.59
0x00d88be14e08e06865b156bb489e020a59cb68fe,660.64
0x00d8a0f305698083d8af5a8b900b3b947f604b55,607.87
0x00d8dc2f6648dfc0472a673d85f4bc022d5cd17a,407.64
0x00d913a96a6ae3ffbd52030020e8b743f97ace86,691.98
0x00d94da07ea932ed8426e8dfd06615bda49b8022,363.97
0x00d9acf1d63eae19a1b0e416be85dd7754298ffc,389.46
0x00d9d164c3cdc126d33d541fe6e0cd55f4d4ed63,420.0
0x00da65b9d6ea469301021381f9b16cf3e80fa8b1,672.78
0x00da855f0f8924c454c93ea7c5d5d96757e1e652,666.9
0x00da9446b29e3d2424b9db0c7e701ad33fdfedf4,689.28
0x00da96f79c5969a61b5b15c6f5f800d760fad316,657.35
0x00da972a32c522b02771520fb5e70fcb056927fb,690.81
0x00db170287aaa8a93b08cda808af76d11a5f0fff,715.64
0x00dc7f0ff419ed1634728a77146c6754541d2b82,772.1
0x00dcb0f4d625ca40a0f0cd2f45bbdbd343198793,587.12
0x00dd72466c9bc28c9765b406ea147c1e15dbc7ab,495.22
0x00de3a8bdee6e682c3509d66a947d05a8ca797af,427.72
0x00df64b8044aa7126e0f88f286b3c483c5e5927a,667.39
0x00df99e12315cac90f49527b07d753b7fe9faccd,496.35
0x00dfae7aeadc69fce49cf389d2bee4aae67aa656,391.9
0x00e10883490fa8ed8e9cd59177a54d45cd025ef9,601.64
0x00e14bea17f4e951fb695c52a66b3429da55a117,790.74
0x00e1ac868592c1fd51ed72abca14930075ed892f,373.14
0x00e22b85d329650e35a9d664b7c408a57820f13f,583.81
0x00e2362abcebe7833138bd460000ba5d4f6ee1e6,582.5
0x00e294652292776e4d59f416ef35a73cae0e01dc,450.02
0x00e3088ddbd715f119651a58964ce1714b590f34,370.46
0x00e3df1133185a9effedabb79003d9c07ca69bc8,624.99
0x00e421ba23dbe6a165255be382f46fcb927f8951,272.78
0x00e4f6071dcfc268ed4487e2a004d01e3666107e,432.09
0x00e61c3f169f0b2888137918053bdadda121bb44,601.64
0x00e61fabc261401d3c47b6178e86449ae9890d73,686.2
0x00e650676a38478b3eee9e3eb741a6075b2c95c1,683.6
0x00e678b0cdae186eb3c4b08cfe3d1a698882c0af,653.05
0x00e6f654a108a16077be41abab58c3353f90e7cc,670.06
0x00e6f8d8fb80b0c302a6bd849b79982dc9945b15,571.16
0x00e7092c338d69f7ae230081d862d347ef9dcf1e,399.65
0x00e839bc0c9a130afe30974914c4b0100756cff4,563.55
0x00e87eb4a651f339219658165b87c204de6a7e5f,601.58
0x00e8909b79b3d40af0f22e37f81c9e3e9187d853,661.29
0x00e8b7df725ce993f179f071908a9d687815f2ba,619.84
0x00e928ef44122d31043f772b00b0d1821b020ff7,602.31
0x00e979f43658ae9cfb838b07d4b3bc70f12b93cb,555.88
0x00e97bf0997013cc741dbcaafba8f439d474c879,601.56
0x00e9ba3dc1ebd6f585b9f5bf8a33a975b5f8a7de,696.77
0x00eaa7d80b05144a928492bb83b82cfa5e2914cd,601.53
0x00eacbbd373a91aa0d4485b0beb45b14816f835f,601.64
0x00ead164c58ccf3d8fbe9aab4c806477db62e599,600.0
0x00eadb769d931de24bb9252c3cc3a6f8de3f86cb,570.68
0x00eb8dc1785a096d7006ca9c64aa4ad5f2706691,600.03
0x00eda101a3b10f7164cce8ecdf305b1317ca0669,703.17
0x00eddd42021ba97a37097ad4286b893b206e12bc,806.95
0x00ee45c909dee53b4cf6af3a5fc3739cd2f9f2a3,407.47
0x00ee80c322d6e956d2629a73223605bbda946f2d,306.05
0x00ef17fb802141f4a12026c4492bafc43d8ab85e,767.83
0x00ef8b0cf8f81c2b40fc9233b16f2c21cd4f6f15,620.29
0x00f00fa5ba62e19615bbf759b7155de7ba96f27b,555.5
0x00f14df956a8e0b34e0c5bddb6e39dec48ec7baa,702.6
0x00f16ddf3034436fc981194a0192044ce90aa4c1,699.94
0x00f3fb9d81506fe69f504fa12325d1559280d635,621.83
0x00f4765d1e007cefc091d84c2bcd1c16ddcc2c87,749.87
0x00f4fa7ac6f012e7e65d325022ba1397a83ca694,415.21
0x00f5481262d4845b292ba0c41752de258b3bbeec,791.2
0x00f57a995e566fa107d36ca5443629c7bee31213,626.7
0x00f63722233f5e19010e5daf208472a8f27d304b,686.35
0x00f656a2953a15ddf8d9d9726b67dd4e61f238b9,666.39
0x00f6c46a5e9b0613ededa94072f065e46bc8176f,704.16
0x00f70714e95b8d092546acdc8e52a02d6eedc934,615.81
0x00f72bb4bd6c353685bed9077422dbf3d85e80a1,696.43
0x00f731bcd3a8d541a040a7586ff3d03dea48e31f,605.47
0x00f777857b95c1d0fe7564ae343d1a00c80b38f1,599.32
0x00f83f560dea6e8317900beabc89be027da154f8,410.5
0x00f863703e78916a4487fcbfbda7a6944fa86538,624.4
0x00f8a06340b52aee151b871a915c06af3c053470,588.23
0x00f8b6bf7cf6b0a173e14abc3d687dd03fe16bb0,658.77
0x00f8dcbf7f64e30efff649bd9f137af0eb80e4da,692.38
0x00f8dd0e37d5077fa256fadbaa216d9088a708e6,668.68
0x00f9126faecd227f6cd0ccba36865c9a7c55ff24,406.8
0x00f9a33dfedbc3bddfb6ef4380dacfd9352c4d15,607.89
0x00fa8021f0c2157ab005dd41b11d49ea30d7893a,660.69
0x00fbef9f0f9b0b6421c264a2020f14bca80291ca,652.95
0x00fc6300b77a8ea902d576eafaa9ba40daa7c415,407.59
0x00fc9abc1ae9d1b71b89fd285cb6c73129f6da72,669.48
0x00fcad795d8a753c9064126b78cf0330436da09b,617.97
0x00fce3e318dfc490be549b266e85af457ee3d65b,602.24
0x00fdcbab290f89f3d03a21b1fa17fdd64bd2f1c8,656.28
0x00fe37d2589cdec3cf55afaf4a482bca6b7b0ae6,660.99
0x00fea8ef6f337ce6aa8b5bb7086ace94dd0434a7,456.26
0x00ff162742cd72f0a726cf90138a832ab5f0d48e,376.04
0x00ffb2daca4977f6edb65b21c21184eee6a5a72a,335.46
0x0100569d3daa2d258f8b21d4ec833ed21d2ff2dd,716.7
0x01017b2d24a37f5c74bc2291eb8743937aad1ff6,678.9
0x010286f16ec2f351c7575caf45c07d758a184793,678.61
0x0102b4bf6272eae55dffc8008ba81ac2bab58ca0,233.48
0x0104712abf87649bc5a0844b490fcf924f76da81,656.7
0x0104b9e629be9b419a5f0b4974de5e8f2bb06399,690.57
0x0104d7a50c942735fd96ed6ab3423cac7e2db0d7,600.0
0x0105c26c5d013bb32223dbb2a4bbd98e9b0c320a,710.11
0x010716be97151c482b999a87477aca6b2d122ed1,660.66
0x0107aacde8714bd13357fc856d6b93b3f8b543e9,804.72
0x0107e33b5776e3052fdd624d6246df4f1d8ecddd,657.69
0x01080306fab7721ae1dbff1909df46b92a2c0b8c,751.93
0x0108678baac8accdcbff80294564f74725330907,757.3
0x01087080dca984b607e1ebf263330431f979e528,578.3
0x010a078ff877852f0f18b6a910f7964ff18498f4,660.72
0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,735.2
0x010b19435d2bcae650c41af62440e2de08444026,678.89
0x010b7eb359ff40fd261ac917003dc21058c32055,730.41
0x010c9d0abf2925400c37ee688215d34dd3e1ec08,716.45
0x010cb104dc1ce1cf2010ee993c74aa347271a686,600.0
0x010d23b534006f4e4f174a7530d7d9e3c131732a,775.38
0x010da4bb5ed14c387bc92de075b58e2d0cee23b1,582.56
0x010da5ff62b6e45f89fa7b2d8ced5a8b5754ec1b,681.26
0x010e0d20b256620b6ab77729c8152112e0b78561,722.33
0x010e3a3a9aaf3d8ee76b26d154f8c16c970f477e,401.25
0x010e86d5c98a9bf2d232a3a73ea289a79b545b16,601.64
0x010e891bf7045dd54a0a70b96a77c7b4cfc24640,656.38
0x010e92ac8b581c760a4f3c877a4558e8cc278c70,490.38
0x010eefc75fce6c266573960812b987fa22b6c64e,657.52
0x010f6b049a5e8e963060b283486795630e5d83e2,738.02
0x010f995c1f0784b39865fb0dbeaf98311f3cc52c,440.64
0x01102f208a263a1b3844a1bfac5444cbfe7d052f,629.5
0x011128170cd4f77f90af9dbb7501b10112efb31e,661.25
0x0111aa45d978c43bdee2b7690e33c65648fc06cb,657.08
0x0111dcc6fc2df10b1145fdcfed2bcf1b1c00de91,390.39
0x01139728b71405424f148e82c090f9097ba69e2c,609.66
0x0113983234c06a01834e6c173efab06f04de2122,601.64
0x0113e5d1ca256159d7e7f37fd334ef1f7ee5d39b,601.59
0x0113e5f85ae18da390377823825946fc45582d1f,595.46
0x0114572c98f3756064b4be09cf02f05ef7f867a6,395.85
0x0114d2ec12d3c70f90d9a9d827930c66b435c61e,651.36
0x01151b41131ed0bc3268dad9be8fab765205bd71,678.05
0x0116ed59d76aaaf9ab5ef88807ab33b24df36efd,606.68
0x0116fdba1f1dc87f91fcafe2fb365ca829cee686,779.85
0x01173bd5895acf19c67f6170f15d503d4153cf04,778.35
0x0118473b89b9b267953921c26760394db9da6ec3,668.71
0x011a62dc7a6c2969a764ec1acd67081029100d57,693.42
0x011b042a0573972f547b885c86279291b04c6020,631.65
0x011b552b17d1a78af3be9f5b9fa85b6d66fc7dad,392.28
0x011b7c26193af783f967621d9be90a8bc6a9abd3,667.7
0x011c3a587254b7312d78f2c8ba5adc41a1ed1357,836.47
0x011c8e8496801c553b480c7fb8a34eb729b18537,660.88
0x011d826f9ced58896b8046e7afc995f366538cce,679.98
0x011e2c14c24fdac66a77802061d8ea26814e5154,627.22
0x011e3916f0932f0c0b62261e03b729eeb4e8da85,601.52
0x011e6bf0b2fccc01f137cfe776e1b1121f31fbaa,707.87
0x011e835885e78d9f1c92e580dae0e142a33cf25e,681.25
0x011e8572c0e339b659add9fbf24ba1328cde7ca9,656.87
0x01209fa47cd0bf3f6b7d0ecf8598e031f57a7543,705.57
0x01212602bb6ef285d7fca99430283ba780fe5950,589.83
0x01213e995cd6272ebbb929311b50787296f25600,787.3
0x01214a235c6767040c8fef6bd33519a6c7ad79ae,539.8
0x012186399add91fcdc4504bcd9c44a2169d4b32c,603.93
0x0121a5499577090838ac2d987c2fab300ab13858,607.25
0x0121ce9b0af57bd51a9e2d2534175a9c4a949975,673.04
0x01222a114552e89e4c548170f8c1f4d5460d255a,640.11
0x0122a648094d10ea18ae72673aea0334fae4d3a5,857.86
0x0122f83912932a2d3631340168795c42b6716290,608.55
0x012430f934bc381d9f59a28ea34363bce170353d,693.09
0x0124fd98566fb966d118bfb70650cac960dd6c2c,611.47
0x01253d735f350afc426335560251171367cd095d,652.74
0x0125c79621229bd96a4fd6c71b7a8d276fd5db97,719.51
0x012668a6f1b462d55bb77bdd4dec5c8e57463e43,660.96
0x01270d19f1b70c3f24efb57d28974b3d664dd7e6,660.95
0x01281a8e31e2ac1bae55a69a7c962f526fa64f00,421.02
0x012867f22e00f6f4c97def7e159ed9a57617af62,660.68
0x01287cf199456d0a57de078447a560f6449f09ff,660.79
0x0128883953744d1d302421534757fd6f2d8ba88a,645.55
0x012916ed48b20433b698cb32b488e52c639a2a66,704.08
0x01299d506f8bbb51eb94f6912c96a0c61ce9d1c1,660.93
0x0129ba41a907ac27f7683d291576f2e74362c421,430.68
0x0129feef1eadb4e77e2d3de7bc352e3050bb306a,657.03
0x012a5020505f00adb2ba6d4a447951d497a35a7a,661.64
0x012c597fca480b9766d52e4c1e5d4c0940982abe,701.75
0x012ced3e78c1a70e156537e580f6fed3954b2e84,709.31
0x012d85c98a50cc2340e39668b6770e4fcb71342e,619.74
0x012da78f4ff0bb8cf0b017bbc5e9ac19ae5cfaa4,672.96
0x012e168acb9fdc90a4ed9fd6ca2834d9bf5b579e,388.21
0x012f15e260f6275bc8e62be475adb07549765e70,655.61
0x012f638dab4959ebadf779a6e775111893d7d922,600.03
0x012fefa16a3baad884834385a0988378852d00bc,431.85
0x01301d186d9e2c3a4091ca1ed95c3719b437c7c7,730.59
0x01309200a32bb6b968aaf4ba20367d091fc7adbb,365.46
0x0130b68a18a612892374e1eefbb0697a291215f1,726.78
0x0130d50430776e5f0f7517f6bfa9650fc712b879,704.23
0x01319c79cf53aeb6dfa2bf5ddc8a124527016695,410.94
0x0132251adf6116fd0272d23aff8ba0dd9dbbf1d2,620.23
0x0132749dd84ea8a0b242ff61f97ff40f96035df3,744.65
0x013274aa75bbc3bd7acff906e564edbbb50dce08,735.56
0x0133982c25a8211e1e62d95760999c4b825025fb,652.27
0x0133a483873163fc5bc916de39abec8baf85657c,433.99
0x0133b67aec5d8a3959840385ff6f5aba4f85f894,668.06
0x0134600e06c4176fd44a5557d124f5d684e75b28,624.87
0x01351f573a99ff5cc633f4ee580347974ff8b59c,601.63
0x0135249c1897454959da69ac1481df6c1d4023a8,681.56
0x013618ba67d882af8df870d8704e4d317b710dda,601.61
0x01361dec98b8d86a584afd90a7c7c3ca0d908539,612.34
0x0136f37e3373f91e6fc2d2ac76f0d01701754fcd,425.74
0x0137973eccabc8f684a7494156d25447ab5747f5,667.71
0x0138ea4b8ed7e678cabb76a207a968269dda63e4,601.55
0x01393a2f8cf06fb5335bf03acb0a4ffa958b5f46,403.19
0x01397d68308d2a94865ffe0f84d26e94b6df1234,492.85
0x0139ba48945d51628c79f6cd927a2d42107aa8ea,660.65
0x013a451f558aa0e0ac50b6199ba0e2f6b710369e,495.8
0x013b81ad989b9009f4dab4c804c6007882f9a190,530.33
0x013bbe7e89333bb26c0959f547adcd77f54ffa80,707.23
0x013bfceb441762268b2894837c8c1e3774ca4efe,668.46
0x013c270b6c893ed986ff69eef37ca5a1c1e59dff,570.98
0x013c8b849edb8efc9a689854b7bc75f2dd1ccfff,745.1
0x013c8fa48e3f11afb5ab1bcb35f2484b299d7136,652.7
0x013da16ead9075d66102ef98c23432a3af815b20,354.93
0x013daec37205c9cb2a3d6bd1f0ca52eccd2bb044,660.7
0x013e074822e7776516a0c69dce430ec1fdb26c0d,631.87
0x013e0a9ac418ca71de2b3b8ae7b67fbd13f2ab4a,350.44
0x013e68b23bc846a8b7792dd238ba9d387efe3392,673.91
0x013eeca1e8f5e2ff4de43289cf2e87601bdeb2b3,669.42
0x013f0bc2b50373e02246a997f4c2cbdc869eea40,646.41
0x0140034d523f45a7690404fd2b5d0b6dc2a1c9fe,601.64
0x0140c762c812c087e5b63d1f36022cf349628d45,436.26
0x0140e9513def4729d7f7b6a5356ce6c84d7ae75b,717.12
0x01412c35980761a198995cb985d34fb56e93fe21,652.57
0x01417e59b64efc0c8727a31f1fbba7c6536307a3,757.81
0x01418a07f6e69b08735b717cd6c86fdd8a5ce1a2,704.3
0x0141a8d6993a6f4106c4f043ef299ba540ae81ef,670.72
0x0142bfdf3d08eb9cca160c04e9240d7f9631f2b0,633.99
0x014338c7a0342dfc4f90ba2313a782011c8b85e6,600.0
0x0143bd780dab8a7302141c3fdb8ebade1fb56f92,702.93
0x01445326f7023b6c69eeb0eccbbac6797af3e76c,577.12
0x0144c47df1cc4d52ff115f758918dc42a9db48aa,829.14
0x014607f2d6477badd9d74bf2c5d6356e29a9b957,615.4
0x0146a22337780c55e9d2af2f39139a6174fb828f,588.12
0x0146ef29dc977ea95328d9901a3c686e43b70953,373.67
0x01485557c2bc6e26c7187ff4cc38d5d9474405d4,726.04
0x01485be0b99f0c1949b6c4f1f70affdc39acb154,601.46
0x014930c2d8878759763f3ac2a492ff94073fd80f,756.57
0x0149cf3e60f83fda5da971cf9006f74ed9fe04a3,693.64
0x0149e057c5cf8e330fa5df824ad3c086ffc1cca9,607.12
0x014b0094e8c926067eff9bcf7f28608d80cb3694,607.98
0x014b8a67819d904922a2cacb104ae1baca6033a8,622.97
0x014bcbc7ab0eaa72688b91fc2063c50a0a38342e,425.08
0x014cca5a65e31b8eec52bf4210f7ea09bf9c9016,638.92
0x014d3a4e098ea342fffdacfebf63c464ce4a5d15,601.64
0x014d82ea060ff731f208579c978d546b8f692f9e,600.0
0x014d8a9260da47dcf00113bd34482cceac881a9d,406.54
0x014dad29178cd0a6bdf32a908c918706e170f1e0,669.71
0x014e084765a334829a6056eed7dc9df1cc89f08d,661.05
0x014ea07861052dfec9fc3416271d0981a4eb0448,660.72
0x014f18e2c4cfda68eb2992c1820cf32fe7a6326e,601.54
0x014f65b7b97d2014c8a4f1dcb693d4a4fedf87cd,600.0
0x014faf79e95bddd971d309baf891fc064e86f4ba,656.65
0x0150947ebaa7c4f68efb2d1cd68af3cfa6424a0e,600.0
0x0151fec7c3cb6b151cb9b34bf5cbaa685fae769c,656.45
0x01520618c0509a2b2b54ff1319fa4c6d8a8e3581,601.54
0x0152667429adfd3ecd2dd6c3d3cfc1e669e67309,447.89
0x015281aaee9460e5948a609355f2599464eadf4f,650.96
0x01531c1ff589c8ae0779562b1fa9095cdb78e084,672.03
0x01532c3f785c5218b5595b0e13e3b20b6d501924,406.03
0x01537ea80bf6c1d2779226fc1acfe93107f8b063,682.27
0x015434c7b541466ed441688a8dafcd26b85ff9d1,683.1
0x0154d25120ed20a516fe43991702e7463c5a6f6e,716.91
0x01552561469172eb5910ac83b35f96c92bac63d0,612.91
0x01556c82b199759193e21b386b88e3b5e840cc51,667.82
0x0155d9e1e729fac583413952d6c4040c8d385584,660.98
0x015644fd4f3a0fcef6cc22e25e846a6481777303,668.5
0x0156f97eb31a8fd1bd26b19741256e77dca29305,698.09
0x01582c71b2bacb5b6db18c9d8aee84e8be032415,600.19
0x0158e476ea323e78ef35ae5b490c26bcf0eb15ae,601.61
0x0158f2bc31131a627cb41b44e7ec4c8a7dbe0613,559.24
0x015ac33ae866f442ee65b6e0f658132d30e3c673,674.36
0x015b0bb1bfad0437647e74776a7d649d2e3adebb,699.72
0x015befb758090caf23caf09dcdc107426bb1f07b,585.12
0x015c03bc4c9aa817a6a6759552b809ff54890f19,601.53
0x015c78dd45b469a2ae94c93b426d283c2ee42849,382.51
0x015c7e4760e69bc13fb5cc0df66f0a3375d300ec,601.64
0x015fc0f9a30b6353b6ea191d7c4ba6c8aade92d7,330.4
0x015fe88d0d4787574aaf5af64726252484365338,620.4
0x016005883a46adc829445c752df6e957dec2c7fa,660.91
0x0160afff7a7a824429a8202995d03239d2d418fa,715.64
0x01615d8d53eb9aafcda15853286fdf8259368a68,617.07
0x0161cd3a424b77adbc9f73d55dffaa1325ca9e4e,714.02
0x0161d1cc10116bb2a073a0c293d5e4f1a97a00b6,687.27
0x0161e9ea4f3aa829dd8721545c9d024ea4500258,409.67
0x01623c98f9651095d600f2ecb45dfa1072fc9589,375.41
0x01663114bff8c87677c61a4a20e62339cb15e58d,470.25
0x0166e394c5d12205464c2c6b3073abb04ebdfd3f,621.29
0x0167767e7ffabd6e9fe1f958535bf296622d4b21,512.54
0x0167d3c422cc3a856f1f7cb750e75a8e5d7c9c5b,652.76
0x01680c4acff13811644c8ccb03227bd47d3fc208,418.63
0x0168459886bd2aa322c18ed0b209887095afcacb,610.91
0x0168ac98f0afa2df297e4d06c2c5187fc27b5689,656.68
0x0168c572ebc7861f99733d04187609067cb0fcfb,661.61
0x016948e86c3338bb0125ea7889e19b45c5357f26,650.84
0x016956ddbb3c7ad592283cb58cb9a6725bd847bf,667.69
0x0169a86594f9de15b8add8d9250913848cbf17a6,667.89
0x016a12805434a815a943c7c7251a483561d63fa3,600.03
0x016a1d022dbdf905526cf9e880c5e43eb13793af,671.79
0x016a42b47b051be2946a35fb72774e00a7b8e820,556.22
0x016a5af54b2a9832ce8a594d3fc5af64ebd386f7,416.77
0x016a6738cdf51365f2f5e30c82931553e0a93262,484.08
0x016d10f16e862eea0be1fdeb1dbba0bbd7f44078,536.56
0x016d435511a27e309b599e2786429641843ce782,720.26
0x016d4da7c7cd614cd50149a373873ff090b9782e,331.92
0x016e9e2497544790d71411911b187cbd26b43458,414.84
0x016ee55de225b15958c5b2f2cdd8c554621d2639,692.64
0x016f6d3391e9a13928505ec4e6dfa9778e5b5ec7,660.71
0x016fa60107319e33386641ae9002ea59706379d5,716.78
0x01700929e82848e2ee72fefd6420080e1625607c,677.5
0x01708df7ee281fe5a8bf6a967b4fd8df8623e98b,722.75
